"","cause.numeric","cause.group","cause.sub"
"12052",436,"Unintentional","Transport accidents"
"12521",436,"Unintentional","Complications of medical and surgical care"
"12053",437,"Unintentional","Transport accidents"
"12054",439,"Unintentional","Transport accidents"
"12055",440,"Unintentional","Transport accidents"
"12340",440,"Unintentional","Other external causes of accidental injury"
"12522",440,"Unintentional","Complications of medical and surgical care"
"12056",441,"Unintentional","Transport accidents"
"12523",442,"Unintentional","Complications of medical and surgical care"
"12524",443,"Unintentional","Complications of medical and surgical care"
"12057",445,"Unintentional","Transport accidents"
"12525",445,"Unintentional","Complications of medical and surgical care"
"12058",446,"Unintentional","Transport accidents"
"12059",449,"Unintentional","Transport accidents"
"12526",449,"Unintentional","Complications of medical and surgical care"
"12060",450,"Unintentional","Transport accidents"
"12341",450,"Unintentional","Other external causes of accidental injury"
"12527",450,"Unintentional","Complications of medical and surgical care"
"12061",451,"Unintentional","Transport accidents"
"12528",451,"Unintentional","Complications of medical and surgical care"
"12529",452,"Unintentional","Complications of medical and surgical care"
"12062",453,"Unintentional","Transport accidents"
"12530",453,"Unintentional","Complications of medical and surgical care"
"12063",455,"Unintentional","Transport accidents"
"12531",455,"Unintentional","Complications of medical and surgical care"
"12064",456,"Unintentional","Transport accidents"
"12532",458,"Unintentional","Complications of medical and surgical care"
"12065",459,"Unintentional","Transport accidents"
"12533",459,"Unintentional","Complications of medical and surgical care"
"12415",460,"Unintentional","Other external causes of accidental injury"
"12534",462,"Unintentional","Complications of medical and surgical care"
"12066",465,"Unintentional","Transport accidents"
"12067",466,"Unintentional","Transport accidents"
"12535",466,"Unintentional","Complications of medical and surgical care"
"12068",470,"Unintentional","Transport accidents"
"12416",470,"Unintentional","Other external causes of accidental injury"
"12069",471,"Unintentional","Transport accidents"
"12070",472,"Unintentional","Transport accidents"
"12071",473,"Unintentional","Transport accidents"
"12072",474,"Unintentional","Transport accidents"
"12073",475,"Unintentional","Transport accidents"
"12074",476,"Unintentional","Transport accidents"
"12075",477,"Unintentional","Transport accidents"
"12076",479,"Unintentional","Transport accidents"
"12077",480,"Unintentional","Transport accidents"
"12417",480,"Unintentional","Other external causes of accidental injury"
"12536",480,"Unintentional","Complications of medical and surgical care"
"12078",481,"Unintentional","Transport accidents"
"12079",482,"Unintentional","Transport accidents"
"12080",483,"Unintentional","Transport accidents"
"12537",483,"Unintentional","Complications of medical and surgical care"
"12081",484,"Unintentional","Transport accidents"
"12538",484,"Unintentional","Complications of medical and surgical care"
"12082",485,"Unintentional","Transport accidents"
"12539",485,"Unintentional","Complications of medical and surgical care"
"12083",486,"Unintentional","Transport accidents"
"12084",487,"Unintentional","Transport accidents"
"12085",489,"Unintentional","Transport accidents"
"12086",490,"Unintentional","Transport accidents"
"12342",490,"Unintentional","Other external causes of accidental injury"
"12087",491,"Unintentional","Transport accidents"
"12088",492,"Unintentional","Transport accidents"
"12089",493,"Unintentional","Transport accidents"
"12540",493,"Unintentional","Complications of medical and surgical care"
"12090",494,"Unintentional","Transport accidents"
"12541",494,"Unintentional","Complications of medical and surgical care"
"12091",495,"Unintentional","Transport accidents"
"12092",496,"Unintentional","Transport accidents"
"12542",497,"Unintentional","Complications of medical and surgical care"
"12093",498,"Unintentional","Transport accidents"
"12094",499,"Unintentional","Transport accidents"
"12343",500,"Unintentional","Other external causes of accidental injury"
"12095",505,"Unintentional","Transport accidents"
"12096",506,"Unintentional","Transport accidents"
"12097",507,"Unintentional","Transport accidents"
"12098",509,"Unintentional","Transport accidents"
"12344",510,"Unintentional","Other external causes of accidental injury"
"12543",520,"Unintentional","Complications of medical and surgical care"
"12544",524,"Unintentional","Complications of medical and surgical care"
"12099",525,"Unintentional","Transport accidents"
"12100",529,"Unintentional","Transport accidents"
"12545",529,"Unintentional","Complications of medical and surgical care"
"12101",530,"Unintentional","Transport accidents"
"12345",530,"Unintentional","Other external causes of accidental injury"
"12546",530,"Unintentional","Complications of medical and surgical care"
"12102",533,"Unintentional","Transport accidents"
"12103",534,"Unintentional","Transport accidents"
"12104",535,"Unintentional","Transport accidents"
"12105",536,"Unintentional","Transport accidents"
"12547",538,"Unintentional","Complications of medical and surgical care"
"12106",539,"Unintentional","Transport accidents"
"12346",540,"Unintentional","Other external causes of accidental injury"
"12548",540,"Unintentional","Complications of medical and surgical care"
"12107",545,"Unintentional","Transport accidents"
"12549",545,"Unintentional","Complications of medical and surgical care"
"12108",546,"Unintentional","Transport accidents"
"12550",546,"Unintentional","Complications of medical and surgical care"
"12551",548,"Unintentional","Complications of medical and surgical care"
"12109",549,"Unintentional","Transport accidents"
"12110",550,"Unintentional","Transport accidents"
"12347",550,"Unintentional","Other external causes of accidental injury"
"12111",553,"Unintentional","Transport accidents"
"12112",555,"Unintentional","Transport accidents"
"12113",556,"Unintentional","Transport accidents"
"12552",556,"Unintentional","Complications of medical and surgical care"
"12114",559,"Unintentional","Transport accidents"
"12553",564,"Unintentional","Complications of medical and surgical care"
"12115",565,"Unintentional","Transport accidents"
"12554",568,"Unintentional","Complications of medical and surgical care"
"12116",569,"Unintentional","Transport accidents"
"12555",569,"Unintentional","Complications of medical and surgical care"
"12117",570,"Unintentional","Transport accidents"
"12348",570,"Unintentional","Other external causes of accidental injury"
"12118",571,"Unintentional","Transport accidents"
"12119",572,"Unintentional","Transport accidents"
"12120",575,"Unintentional","Transport accidents"
"12556",575,"Unintentional","Complications of medical and surgical care"
"12121",576,"Unintentional","Transport accidents"
"12557",578,"Unintentional","Complications of medical and surgical care"
"12122",579,"Unintentional","Transport accidents"
"12558",579,"Unintentional","Complications of medical and surgical care"
"12123",580,"Unintentional","Transport accidents"
"12423",580,"Unintentional","Other external causes of accidental injury"
"12124",581,"Unintentional","Transport accidents"
"12125",582,"Unintentional","Transport accidents"
"12126",583,"Unintentional","Transport accidents"
"12127",584,"Unintentional","Transport accidents"
"12128",585,"Unintentional","Transport accidents"
"12129",586,"Unintentional","Transport accidents"
"12130",587,"Unintentional","Transport accidents"
"12131",589,"Unintentional","Transport accidents"
"12132",590,"Unintentional","Transport accidents"
"12349",590,"Unintentional","Other external causes of accidental injury"
"12133",591,"Unintentional","Transport accidents"
"12134",593,"Unintentional","Transport accidents"
"12135",594,"Unintentional","Transport accidents"
"12136",595,"Unintentional","Transport accidents"
"12137",596,"Unintentional","Transport accidents"
"12138",598,"Unintentional","Transport accidents"
"12139",599,"Unintentional","Transport accidents"
"12559",599,"Unintentional","Complications of medical and surgical care"
"12560",600,"Unintentional","Complications of medical and surgical care"
"12561",601,"Unintentional","Complications of medical and surgical care"
"12562",602,"Unintentional","Complications of medical and surgical care"
"12140",603,"Unintentional","Transport accidents"
"12563",603,"Unintentional","Complications of medical and surgical care"
"12564",604,"Unintentional","Complications of medical and surgical care"
"12141",605,"Unintentional","Transport accidents"
"12565",605,"Unintentional","Complications of medical and surgical care"
"12566",606,"Unintentional","Complications of medical and surgical care"
"12567",607,"Unintentional","Complications of medical and surgical care"
"12568",608,"Unintentional","Complications of medical and surgical care"
"12569",609,"Unintentional","Complications of medical and surgical care"
"12570",610,"Unintentional","Complications of medical and surgical care"
"12571",611,"Unintentional","Complications of medical and surgical care"
"12572",616,"Unintentional","Complications of medical and surgical care"
"12573",618,"Unintentional","Complications of medical and surgical care"
"12574",619,"Unintentional","Complications of medical and surgical care"
"12575",623,"Unintentional","Complications of medical and surgical care"
"12142",625,"Unintentional","Transport accidents"
"12576",628,"Unintentional","Complications of medical and surgical care"
"12577",632,"Unintentional","Complications of medical and surgical care"
"12143",635,"Unintentional","Transport accidents"
"12144",636,"Unintentional","Transport accidents"
"12145",639,"Unintentional","Transport accidents"
"12578",639,"Unintentional","Complications of medical and surgical care"
"12146",640,"Unintentional","Transport accidents"
"12350",640,"Unintentional","Other external causes of accidental injury"
"12579",640,"Unintentional","Complications of medical and surgical care"
"12147",645,"Unintentional","Transport accidents"
"12148",646,"Unintentional","Transport accidents"
"12149",649,"Unintentional","Transport accidents"
"12351",650,"Unintentional","Other external causes of accidental injury"
"12580",654,"Unintentional","Complications of medical and surgical care"
"12150",655,"Unintentional","Transport accidents"
"12151",656,"Unintentional","Transport accidents"
"12581",658,"Unintentional","Complications of medical and surgical care"
"12352",660,"Unintentional","Other external causes of accidental injury"
"12152",670,"Unintentional","Transport accidents"
"12353",670,"Unintentional","Other external causes of accidental injury"
"12153",673,"Unintentional","Transport accidents"
"12154",675,"Unintentional","Transport accidents"
"12155",676,"Unintentional","Transport accidents"
"12156",679,"Unintentional","Transport accidents"
"12354",680,"Unintentional","Other external causes of accidental injury"
"12157",681,"Unintentional","Transport accidents"
"12158",683,"Unintentional","Transport accidents"
"12159",684,"Unintentional","Transport accidents"
"12160",685,"Unintentional","Transport accidents"
"12161",686,"Unintentional","Transport accidents"
"12162",687,"Unintentional","Transport accidents"
"12163",689,"Unintentional","Transport accidents"
"12355",690,"Unintentional","Other external causes of accidental injury"
"12582",690,"Unintentional","Complications of medical and surgical care"
"12164",693,"Unintentional","Transport accidents"
"12165",694,"Unintentional","Transport accidents"
"12166",695,"Unintentional","Transport accidents"
"12167",696,"Unintentional","Transport accidents"
"12168",698,"Unintentional","Transport accidents"
"12169",699,"Unintentional","Transport accidents"
"12356",700,"Unintentional","Other external causes of accidental injury"
"12170",709,"Unintentional","Transport accidents"
"12583",728,"Unintentional","Complications of medical and surgical care"
"12357",730,"Unintentional","Other external causes of accidental injury"
"12584",731,"Unintentional","Complications of medical and surgical care"
"12171",735,"Unintentional","Transport accidents"
"12172",736,"Unintentional","Transport accidents"
"12173",739,"Unintentional","Transport accidents"
"12358",740,"Unintentional","Other external causes of accidental injury"
"12174",745,"Unintentional","Transport accidents"
"12175",746,"Unintentional","Transport accidents"
"12176",749,"Unintentional","Transport accidents"
"12359",750,"Unintentional","Other external causes of accidental injury"
"12360",760,"Unintentional","Other external causes of accidental injury"
"12361",770,"Unintentional","Other external causes of accidental injury"
"12177",776,"Unintentional","Transport accidents"
"12362",780,"Unintentional","Other external causes of accidental injury"
"12178",784,"Unintentional","Transport accidents"
"12179",785,"Unintentional","Transport accidents"
"12180",786,"Unintentional","Transport accidents"
"12363",790,"Unintentional","Other external causes of accidental injury"
"12181",793,"Unintentional","Transport accidents"
"12182",794,"Unintentional","Transport accidents"
"12183",796,"Unintentional","Transport accidents"
"12184",798,"Unintentional","Transport accidents"
"12185",799,"Unintentional","Transport accidents"
"12186",800,"Unintentional","Transport accidents"
"12364",800,"Unintentional","Other external causes of accidental injury"
"12585",800,"Unintentional","Complications of medical and surgical care"
"12187",804,"Unintentional","Transport accidents"
"12188",808,"Unintentional","Transport accidents"
"12189",809,"Unintentional","Transport accidents"
"12190",810,"Unintentional","Transport accidents"
"12365",810,"Unintentional","Other external causes of accidental injury"
"12191",812,"Unintentional","Transport accidents"
"12192",813,"Unintentional","Transport accidents"
"12193",815,"Unintentional","Transport accidents"
"12194",816,"Unintentional","Transport accidents"
"12195",817,"Unintentional","Transport accidents"
"12196",818,"Unintentional","Transport accidents"
"12586",818,"Unintentional","Complications of medical and surgical care"
"12197",819,"Unintentional","Transport accidents"
"12587",821,"Unintentional","Complications of medical and surgical care"
"12588",823,"Unintentional","Complications of medical and surgical care"
"12198",824,"Unintentional","Transport accidents"
"12589",828,"Unintentional","Complications of medical and surgical care"
"12366",830,"Unintentional","Other external causes of accidental injury"
"12590",830,"Unintentional","Complications of medical and surgical care"
"12199",831,"Unintentional","Transport accidents"
"12591",831,"Unintentional","Complications of medical and surgical care"
"12200",832,"Unintentional","Transport accidents"
"12592",832,"Unintentional","Complications of medical and surgical care"
"12201",833,"Unintentional","Transport accidents"
"12593",833,"Unintentional","Complications of medical and surgical care"
"12202",834,"Unintentional","Transport accidents"
"12594",834,"Unintentional","Complications of medical and surgical care"
"12203",835,"Unintentional","Transport accidents"
"12595",835,"Unintentional","Complications of medical and surgical care"
"12204",836,"Unintentional","Transport accidents"
"12596",836,"Unintentional","Complications of medical and surgical care"
"12205",837,"Unintentional","Transport accidents"
"12597",838,"Unintentional","Complications of medical and surgical care"
"12206",839,"Unintentional","Transport accidents"
"12598",839,"Unintentional","Complications of medical and surgical care"
"12207",840,"Unintentional","Transport accidents"
"12367",840,"Unintentional","Other external causes of accidental injury"
"12599",840,"Unintentional","Complications of medical and surgical care"
"12600",841,"Unintentional","Complications of medical and surgical care"
"12208",842,"Unintentional","Transport accidents"
"12601",842,"Unintentional","Complications of medical and surgical care"
"12209",843,"Unintentional","Transport accidents"
"12210",844,"Unintentional","Transport accidents"
"12602",844,"Unintentional","Complications of medical and surgical care"
"12211",845,"Unintentional","Transport accidents"
"12603",845,"Unintentional","Complications of medical and surgical care"
"12212",846,"Unintentional","Transport accidents"
"12604",846,"Unintentional","Complications of medical and surgical care"
"12213",847,"Unintentional","Transport accidents"
"12605",847,"Unintentional","Complications of medical and surgical care"
"12606",848,"Unintentional","Complications of medical and surgical care"
"12214",849,"Unintentional","Transport accidents"
"12607",849,"Unintentional","Complications of medical and surgical care"
"12215",850,"Unintentional","Transport accidents"
"12368",850,"Unintentional","Other external causes of accidental injury"
"12216",852,"Unintentional","Transport accidents"
"12217",853,"Unintentional","Transport accidents"
"12218",855,"Unintentional","Transport accidents"
"12219",857,"Unintentional","Transport accidents"
"12220",859,"Unintentional","Transport accidents"
"12609",859,"Unintentional","Other external causes of accidental injury"
"12221",860,"Unintentional","Transport accidents"
"12369",860,"Unintentional","Other external causes of accidental injury"
"12222",861,"Unintentional","Transport accidents"
"12223",862,"Unintentional","Transport accidents"
"12224",863,"Unintentional","Transport accidents"
"12225",865,"Unintentional","Transport accidents"
"12226",866,"Unintentional","Transport accidents"
"12227",867,"Unintentional","Transport accidents"
"12228",869,"Unintentional","Transport accidents"
"12229",870,"Unintentional","Transport accidents"
"12370",870,"Unintentional","Other external causes of accidental injury"
"12230",871,"Unintentional","Transport accidents"
"12231",872,"Unintentional","Transport accidents"
"12613",872,"Unintentional","Other external causes of accidental injury"
"12232",873,"Unintentional","Transport accidents"
"12233",874,"Unintentional","Transport accidents"
"12234",875,"Unintentional","Transport accidents"
"12235",876,"Unintentional","Transport accidents"
"12236",877,"Unintentional","Transport accidents"
"12237",878,"Unintentional","Transport accidents"
"12238",879,"Unintentional","Transport accidents"
"12614",880,"Unintentional","Other external causes of accidental injury"
"12615",881,"Unintentional","Other external causes of accidental injury"
"12616",883,"Unintentional","Other external causes of accidental injury"
"12239",884,"Unintentional","Transport accidents"
"12240",886,"Unintentional","Transport accidents"
"12241",887,"Unintentional","Transport accidents"
"12242",888,"Unintentional","Transport accidents"
"12243",889,"Unintentional","Transport accidents"
"12244",890,"Unintentional","Transport accidents"
"12245",891,"Unintentional","Transport accidents"
"12246",892,"Unintentional","Transport accidents"
"12247",893,"Unintentional","Transport accidents"
"12248",899,"Unintentional","Transport accidents"
"12619",899,"Unintentional","Other external causes of accidental injury"
"12249",901,"Unintentional","Transport accidents"
"12250",902,"Unintentional","Transport accidents"
"12251",903,"Unintentional","Transport accidents"
"12252",904,"Unintentional","Transport accidents"
"12253",905,"Unintentional","Transport accidents"
"12254",906,"Unintentional","Transport accidents"
"12255",907,"Unintentional","Transport accidents"
"12256",908,"Unintentional","Transport accidents"
"12257",909,"Unintentional","Transport accidents"
"12258",910,"Unintentional","Transport accidents"
"12259",913,"Unintentional","Transport accidents"
"12260",915,"Unintentional","Transport accidents"
"12261",918,"Unintentional","Transport accidents"
"12262",919,"Unintentional","Transport accidents"
"12371",920,"Unintentional","Other external causes of accidental injury"
"12263",921,"Unintentional","Transport accidents"
"12264",922,"Unintentional","Transport accidents"
"12265",923,"Unintentional","Transport accidents"
"12266",924,"Unintentional","Transport accidents"
"12267",925,"Unintentional","Transport accidents"
"12268",926,"Unintentional","Transport accidents"
"12269",927,"Unintentional","Transport accidents"
"12270",928,"Unintentional","Transport accidents"
"12271",929,"Unintentional","Transport accidents"
"12272",930,"Unintentional","Transport accidents"
"12372",930,"Unintentional","Other external causes of accidental injury"
"12273",933,"Unintentional","Transport accidents"
"12274",934,"Unintentional","Transport accidents"
"12275",939,"Unintentional","Transport accidents"
"12373",940,"Unintentional","Other external causes of accidental injury"
"12276",943,"Unintentional","Transport accidents"
"12277",945,"Unintentional","Transport accidents"
"12278",946,"Unintentional","Transport accidents"
"12279",947,"Unintentional","Transport accidents"
"12280",948,"Unintentional","Transport accidents"
"12281",949,"Unintentional","Transport accidents"
"12282",950,"Unintentional","Transport accidents"
"12283",951,"Unintentional","Transport accidents"
"12284",952,"Unintentional","Transport accidents"
"12285",953,"Unintentional","Transport accidents"
"12286",958,"Unintentional","Transport accidents"
"12287",959,"Unintentional","Transport accidents"
"12288",960,"Unintentional","Transport accidents"
"12289",961,"Unintentional","Transport accidents"
"12290",968,"Unintentional","Transport accidents"
"12291",969,"Unintentional","Transport accidents"
"12292",970,"Unintentional","Transport accidents"
"12293",971,"Unintentional","Transport accidents"
"12294",972,"Unintentional","Transport accidents"
"12295",973,"Unintentional","Transport accidents"
"12296",980,"Unintentional","Transport accidents"
"12297",990,"Unintentional","Transport accidents"
"12374",990,"Unintentional","Other external causes of accidental injury"
"13154",61,"Intentional","Assault"
"13159",73,"Intentional","Assault"
"13189",352,"Intentional","Legal intervention and operations of war"
"13192",357,"Intentional","Legal intervention and operations of war"
"13193",368,"Intentional","Legal intervention and operations of war"
"12623",29,"Unintentional","Transport accidents"
"12640",109,"Unintentional","Transport accidents"
"12654",154,"Unintentional","Transport accidents"
"12663",183,"Unintentional","Transport accidents"
"12665",185,"Unintentional","Transport accidents"
"12690",255,"Unintentional","Transport accidents"
"12712",319,"Unintentional","Transport accidents"
"12715",340,"Unintentional","Transport accidents"
"12716",345,"Unintentional","Transport accidents"
"12717",349,"Unintentional","Transport accidents"
"12720",379,"Unintentional","Transport accidents"
"12721",380,"Unintentional","Transport accidents"
"12727",398,"Unintentional","Transport accidents"
"12729",401,"Unintentional","Transport accidents"
"12730",402,"Unintentional","Transport accidents"
"12731",403,"Unintentional","Transport accidents"
"13199",411,"Unintentional","Complications of medical and surgical care"
"12736",419,"Unintentional","Transport accidents"
"13200",422,"Unintentional","Complications of medical and surgical care"
"13202",427,"Unintentional","Complications of medical and surgical care"
"12742",434,"Unintentional","Transport accidents"
"13210",446,"Unintentional","Complications of medical and surgical care"
"12749",447,"Unintentional","Transport accidents"
"12754",454,"Unintentional","Transport accidents"
"13216",465,"Unintentional","Complications of medical and surgical care"
"12760",467,"Unintentional","Transport accidents"
"13217",470,"Unintentional","Complications of medical and surgical care"
"13218",471,"Unintentional","Complications of medical and surgical care"
"13219",479,"Unintentional","Complications of medical and surgical care"
"13220",481,"Unintentional","Complications of medical and surgical care"
"13223",490,"Unintentional","Complications of medical and surgical care"
"13224",491,"Unintentional","Complications of medical and surgical care"
"13225",495,"Unintentional","Complications of medical and surgical care"
"12786",503,"Unintentional","Transport accidents"
"12789",519,"Unintentional","Transport accidents"
"13227",522,"Unintentional","Complications of medical and surgical care"
"13228",525,"Unintentional","Complications of medical and surgical care"
"12793",531,"Unintentional","Transport accidents"
"13230",539,"Unintentional","Complications of medical and surgical care"
"12800",547,"Unintentional","Transport accidents"
"12803",551,"Unintentional","Transport accidents"
"13032",560,"Unintentional","Other external causes of accidental injury"
"12808",564,"Unintentional","Transport accidents"
"12812",573,"Unintentional","Transport accidents"
"12813",574,"Unintentional","Transport accidents"
"13233",576,"Unintentional","Complications of medical and surgical care"
"13035",600,"Unintentional","Other external causes of accidental injury"
"13247",624,"Unintentional","Complications of medical and surgical care"
"13249",636,"Unintentional","Complications of medical and surgical care"
"12840",650,"Unintentional","Transport accidents"
"13252",653,"Unintentional","Complications of medical and surgical care"
"12843",659,"Unintentional","Transport accidents"
"12844",671,"Unintentional","Transport accidents"
"12848",680,"Unintentional","Transport accidents"
"12850",682,"Unintentional","Transport accidents"
"12856",690,"Unintentional","Transport accidents"
"12862",706,"Unintentional","Transport accidents"
"13256",730,"Unintentional","Complications of medical and surgical care"
"13257",750,"Unintentional","Complications of medical and surgical care"
"12867",775,"Unintentional","Transport accidents"
"12868",781,"Unintentional","Transport accidents"
"12876",801,"Unintentional","Transport accidents"
"12878",805,"Unintentional","Transport accidents"
"12879",807,"Unintentional","Transport accidents"
"12882",811,"Unintentional","Transport accidents"
"12885",814,"Unintentional","Transport accidents"
"12891",830,"Unintentional","Transport accidents"
"13273",843,"Unintentional","Complications of medical and surgical care"
"12914",864,"Unintentional","Transport accidents"
"12928",882,"Unintentional","Transport accidents"
"12946",911,"Unintentional","Transport accidents"
"12948",914,"Unintentional","Transport accidents"
"12949",917,"Unintentional","Transport accidents"
"12951",920,"Unintentional","Transport accidents"
"12960",932,"Unintentional","Transport accidents"
"12961",938,"Unintentional","Transport accidents"
"12972",954,"Unintentional","Transport accidents"
"12976",962,"Unintentional","Transport accidents"
"12981",978,"Unintentional","Transport accidents"
"13857",362,"Intentional","Legal intervention and operations of war"
"13858",366,"Intentional","Legal intervention and operations of war"
"13792",770,"Intentional","Intentional self-harm"
"13290",19,"Unintentional","Transport accidents"
"13310",100,"Unintentional","Transport accidents"
"13321",145,"Unintentional","Transport accidents"
"13326",169,"Unintentional","Transport accidents"
"13336",190,"Unintentional","Transport accidents"
"13345",200,"Unintentional","Transport accidents"
"13346",201,"Unintentional","Transport accidents"
"13365",261,"Unintentional","Transport accidents"
"13366",269,"Unintentional","Transport accidents"
"13373",281,"Unintentional","Transport accidents"
"13387",301,"Unintentional","Transport accidents"
"13862",406,"Unintentional","Complications of medical and surgical care"
"13866",415,"Unintentional","Complications of medical and surgical care"
"13867",419,"Unintentional","Complications of medical and surgical care"
"13868",420,"Unintentional","Complications of medical and surgical care"
"13870",425,"Unintentional","Complications of medical and surgical care"
"13420",460,"Unintentional","Transport accidents"
"13421",461,"Unintentional","Transport accidents"
"13887",467,"Unintentional","Complications of medical and surgical care"
"13423",469,"Unintentional","Transport accidents"
"13889",472,"Unintentional","Complications of medical and surgical care"
"13892",482,"Unintentional","Complications of medical and surgical care"
"13896",492,"Unintentional","Complications of medical and surgical care"
"13898",498,"Unintentional","Complications of medical and surgical care"
"13899",509,"Unintentional","Complications of medical and surgical care"
"13900",519,"Unintentional","Complications of medical and surgical care"
"13770",520,"Unintentional","Other external causes of accidental injury"
"13904",534,"Unintentional","Complications of medical and surgical care"
"13905",536,"Unintentional","Complications of medical and surgical care"
"13459",540,"Unintentional","Transport accidents"
"13906",543,"Unintentional","Complications of medical and surgical care"
"13460",544,"Unintentional","Transport accidents"
"13909",551,"Unintentional","Complications of medical and surgical care"
"13910",560,"Unintentional","Complications of medical and surgical care"
"13911",563,"Unintentional","Complications of medical and surgical care"
"13469",567,"Unintentional","Transport accidents"
"13487",592,"Unintentional","Transport accidents"
"13927",630,"Unintentional","Complications of medical and surgical care"
"13930",649,"Unintentional","Complications of medical and surgical care"
"13931",650,"Unintentional","Complications of medical and surgical care"
"13935",703,"Unintentional","Complications of medical and surgical care"
"13519",730,"Unintentional","Transport accidents"
"13936",732,"Unintentional","Complications of medical and surgical care"
"13526",782,"Unintentional","Transport accidents"
"13527",783,"Unintentional","Transport accidents"
"13530",789,"Unintentional","Transport accidents"
"13531",792,"Unintentional","Transport accidents"
"13552",828,"Unintentional","Transport accidents"
"13553",829,"Unintentional","Transport accidents"
"13560",841,"Unintentional","Transport accidents"
"13569",851,"Unintentional","Transport accidents"
"13602",900,"Unintentional","Transport accidents"
"13624",931,"Unintentional","Transport accidents"
"13627",936,"Unintentional","Transport accidents"
"13629",941,"Unintentional","Transport accidents"
"14512",60,"Intentional","Assault"
"14493",870,"Intentional","Assault"
"13991",112,"Unintentional","Transport accidents"
"14002",141,"Unintentional","Transport accidents"
"14031",210,"Unintentional","Transport accidents"
"14041",241,"Unintentional","Transport accidents"
"14047",260,"Unintentional","Transport accidents"
"14049",265,"Unintentional","Transport accidents"
"14070",302,"Unintentional","Transport accidents"
"14073",353,"Unintentional","Transport accidents"
"14074",355,"Unintentional","Transport accidents"
"14075",356,"Unintentional","Transport accidents"
"14086",415,"Unintentional","Transport accidents"
"14559",418,"Unintentional","Complications of medical and surgical care"
"14098",444,"Unintentional","Transport accidents"
"14573",464,"Unintentional","Complications of medical and surgical care"
"14139",515,"Unintentional","Transport accidents"
"14583",523,"Unintentional","Complications of medical and surgical care"
"14141",526,"Unintentional","Transport accidents"
"14584",527,"Unintentional","Complications of medical and surgical care"
"14147",543,"Unintentional","Transport accidents"
"14151",554,"Unintentional","Transport accidents"
"14586",557,"Unintentional","Complications of medical and surgical care"
"14588",570,"Unintentional","Complications of medical and surgical care"
"14592",590,"Unintentional","Complications of medical and surgical care"
"14604",614,"Unintentional","Complications of medical and surgical care"
"14185",644,"Unintentional","Transport accidents"
"14610",651,"Unintentional","Complications of medical and surgical care"
"14189",653,"Unintentional","Transport accidents"
"14193",665,"Unintentional","Transport accidents"
"14194",674,"Unintentional","Transport accidents"
"14197",677,"Unintentional","Transport accidents"
"14205",692,"Unintentional","Transport accidents"
"14614",741,"Unintentional","Complications of medical and surgical care"
"14219",779,"Unintentional","Transport accidents"
"14230",802,"Unintentional","Transport accidents"
"14243",821,"Unintentional","Transport accidents"
"14245",827,"Unintentional","Transport accidents"
"14267",856,"Unintentional","Transport accidents"
"14287",880,"Unintentional","Transport accidents"
"14288",881,"Unintentional","Transport accidents"
"14306",912,"Unintentional","Transport accidents"
"14310",916,"Unintentional","Transport accidents"
"14326",944,"Unintentional","Transport accidents"
"14663",104,"Unintentional","Transport accidents"
"14701",222,"Unintentional","Transport accidents"
"14706",232,"Unintentional","Transport accidents"
"14710",242,"Unintentional","Transport accidents"
"14726",283,"Unintentional","Transport accidents"
"14739",325,"Unintentional","Transport accidents"
"14743",376,"Unintentional","Transport accidents"
"15223",421,"Unintentional","Complications of medical and surgical care"
"15225",424,"Unintentional","Complications of medical and surgical care"
"14762",432,"Unintentional","Transport accidents"
"15230",435,"Unintentional","Complications of medical and surgical care"
"15231",439,"Unintentional","Complications of medical and surgical care"
"15236",447,"Unintentional","Complications of medical and surgical care"
"14778",464,"Unintentional","Transport accidents"
"14809",501,"Unintentional","Transport accidents"
"14821",537,"Unintentional","Transport accidents"
"14833",566,"Unintentional","Transport accidents"
"14840",577,"Unintentional","Transport accidents"
"14859",602,"Unintentional","Transport accidents"
"15276",634,"Unintentional","Complications of medical and surgical care"
"15277",641,"Unintentional","Complications of medical and surgical care"
"14864",643,"Unintentional","Transport accidents"
"14869",651,"Unintentional","Transport accidents"
"14892",771,"Unintentional","Transport accidents"
"15285",822,"Unintentional","Complications of medical and surgical care"
"15875",364,"Intentional","Legal intervention and operations of war"
"15374",219,"Unintentional","Transport accidents"
"15376",223,"Unintentional","Transport accidents"
"15388",251,"Unintentional","Transport accidents"
"15416",329,"Unintentional","Transport accidents"
"15424",404,"Unintentional","Transport accidents"
"15881",412,"Unintentional","Complications of medical and surgical care"
"15904",478,"Unintentional","Complications of medical and surgical care"
"15914",526,"Unintentional","Complications of medical and surgical care"
"15916",535,"Unintentional","Complications of medical and surgical care"
"15919",552,"Unintentional","Complications of medical and surgical care"
"15927",586,"Unintentional","Complications of medical and surgical care"
"15519",606,"Unintentional","Transport accidents"
"15938",615,"Unintentional","Complications of medical and surgical care"
"15520",634,"Unintentional","Transport accidents"
"15941",638,"Unintentional","Complications of medical and surgical care"
"15552",770,"Unintentional","Transport accidents"
"15558",791,"Unintentional","Transport accidents"
"15561",795,"Unintentional","Transport accidents"
"15596",854,"Unintentional","Transport accidents"
"15651",935,"Unintentional","Transport accidents"
"16000",102,"Unintentional","Transport accidents"
"16038",202,"Unintentional","Transport accidents"
"16062",273,"Unintentional","Transport accidents"
"16542",414,"Unintentional","Complications of medical and surgical care"
"16092",427,"Unintentional","Transport accidents"
